Ημερομηνία,Προγραμματισμένη/Έκτακτη,Διασταύρωση,Περιοχή
01/06/2023,ΕΚΤΑΚΤΗ,"Γραβιάς & Σπάρτης","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"
01/06/2023,ΕΚΤΑΚΤΗ,"Εξηκίου και Αλκαμενους",ΑΘΗΝΑ
01/06/2023,ΕΚΤΑΚΤΗ,"Εργασίας & Έλλης","Ν. ΙΩΝΙΑ"
01/06/2023,ΕΚΤΑΚΤΗ,"Αβύδου & Σ. Παπακωνσταντίνου",ΖΩΓΡΑΦΟΣ
01/06/2023,ΕΚΤΑΚΤΗ,"Ακτή Καραισκάκη & Μπόγρη Δ.",ΣΑΛΑΜΙΝΑ
01/06/2023,ΕΚΤΑΚΤΗ,"Αργολίδος & Βελεστίνου",ΑΘΗΝΑ
01/06/2023,ΕΚΤΑΚΤΗ,"Μενίππου και Αριστοτέλους",ΧΟΛΑΡΓΟΣ
01/06/2023,ΕΚΤΑΚΤΗ,"Αγίου Γεωργίου και Σούτσου",ΛΥΚΟΒΡΥΣΗ
01/06/2023,ΕΚΤΑΚΤΗ,"Λεωφόρος Δημοκρατίας και Γεωργίου Γεννηματά",ΣΑΛΑΜΙΝΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Ηλείας και Νίκης","Ν. ΙΚΟΝΙΟ"
01/06/2024,ΕΚΤΑΚΤΗ,"Αλαμάνας και Αγγελόπουλων",ΑΘΗΝΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Κουντουριωτών και Β.Βουλγαροκτόνου",ΧΑΛΑΝΔΡΙ
01/06/2024,ΕΚΤΑΚΤΗ,"Αγ. Ιωάννου Στεφανή και Παναγιάς Προυσιώτισσας",ΑΣΠΡΟΠΥΡΓΟΣ
01/06/2024,ΕΚΤΑΚΤΗ,"Πατριάρχου Βαρθολομαίου και Τριποδίσκου",ΜΕΓΑΡΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Αντρέα Λεντάκη και Μοργκεντάου",ΥΜΗΤΤΟΣ
01/06/2024,ΕΚΤΑΚΤΗ,"Λεωφ. Σοφοκλή Βενιζέλου και Μπακογιάννη",ΗΛΙΟΥΠΟΛΗ
01/06/2024,ΕΚΤΑΚΤΗ,"ΑΓ. ΣΤΕΦΑΝΟΥ &  Λ. ΑΛΕΠΟΧΩΡΙΟΥ",ΜΕΓΑΡΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Ιουλιανού και Αχαρνών",ΑΘΗΝΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Ζαν Μωρεάς και Δημοσθένους",ΚΑΛΛΙΘΕΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Δαυίδ Αμαρίλιο και Αγ.Ειρήνης",ΜΑΓΟΥΛΑ
01/06/2024,ΕΚΤΑΚΤΗ,"Λεωφ. Δημοκρατίας και Καλαμών",ΠΕΡΑΜΑ
01/06/2025,ΕΚΤΑΚΤΗ,"Αβύδου και Γάζης",ΖΩΓΡΑΦΟΣ
01/06/2025,ΕΚΤΑΚΤΗ,"Αγίου Νεκταρίου και Μάνης",ΣΑΛΑΜΙΝΑ
01/06/2025,ΕΚΤΑΚΤΗ,"Αντωνιάδου και Μαυρομματαίων",ΑΘΗΝΑ
01/06/2025,ΕΚΤΑΚΤΗ,"Αργυροκάστρου και Πεύκων, επηρεάζεται η Πεύκη",ΚΗΦΙΣΙΑ
01/06/2025,ΕΚΤΑΚΤΗ,"Δημοσθένους και Ζαν Μωρεάς και Σόλωνος",ΚΑΛΛΙΘΕΑ
01/06/2025,ΕΚΤΑΚΤΗ,"Εθν.Αντιστάσεως και Δημοσθένους",ΑΙΓΑΛΕΩ
01/06/2025,ΕΚΤΑΚΤΗ,"Επιφανείου και Παπανδρέου",ΙΛΙΟΝ
01/06/2025,ΕΚΤΑΚΤΗ,"Καραολή & Δημητρίου και Αγ. Παντελεήμονος ΣΤΕΝΟ ΦΑΝΕΡΩΜΕΝΗΣ",ΣΑΛΑΜΙΝΑ
01/06/2025,ΕΚΤΑΚΤΗ,"ΠΑΝΑΓΙΑΣ ΓΡΗΓΟΡΟΥΣΑΣ   &	ΣΑΡΑΦΗ",ΖΕΦΥΡΙ
01/06/2025,ΕΚΤΑΚΤΗ,"Περίανδρου και Γαληνού",ΚΕΡΑΤΣΙΝΙ
01/07/2023,ΕΚΤΑΚΤΗ,"Αβέρωφ και Μετσόβου",ΚΟΡΥΔΑΛΛΟΣ
01/07/2023,ΕΚΤΑΚΤΗ,"Περίανδρου και Γαληνού",ΚΕΡΑΤΣΙΝΙ
01/07/2023,ΕΚΤΑΚΤΗ,"ΠΑΝΟΡΜΟΥ & ΛΕΩΝΙΔΑ ΣΤΑΜΟΥ",ΜΑΓΟΥΛΑ
01/07/2023,ΕΚΤΑΚΤΗ,"Χορμοβίτου και Ψαρών",ΠΕΙΡΑΙΑΣ
01/07/2023,ΕΚΤΑΚΤΗ,"ΚΑΛΥΔΩΝΟΣ & ΞΕΝΟΠΟΥΛΟΥ ΓΡ.","ΑΓ. ΒΑΣΙΛΕΙΟΣ"
01/07/2023,ΕΚΤΑΚΤΗ,"Ελ.Βενιζέλου και Αλκιβιάδου",ΕΛΕΥΣΙΝΑ
01/07/2023,ΕΚΤΑΚΤΗ,"Δούσμανη & Φλέμινγκ","ΑΓ. ΒΑΡΒΑΡΑ"
01/07/2023,ΕΚΤΑΚΤΗ,"Κριεζή και Τσαλδάρη",ΗΛΙΟΥΠΟΛΗ
01/07/2023,ΕΚΤΑΚΤΗ,"Αιαντείου και Αρτέμιδος",ΑΙΑΝΤΕΙΟ
01/07/2024,ΕΚΤΑΚΤΗ,"Πύλης και Γενναδίου",ΚΑΣΤΕΛΛΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Αγίας Σοφίας και Χαωνίας",ΠΕΡΙΣΤΕΡΙ
01/07/2024,ΕΚΤΑΚΤΗ,"Καραολή και Δημητρίου και Ολύμπου",ΒΥΡΩΝΑΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Αγίου Δημητρίου και Αγίου Νικολάου",ΑΙΑΝΤΕΙΟ
01/07/2024,ΕΚΤΑΚΤΗ,"Λαγκαδίων και Ακροπόλεως",ΑΣΠΡΟΠΥΡΓΟΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Πόντου και Καρύστου",ΠΕΡΙΣΤΕΡΙ
01/07/2024,ΕΚΤΑΚΤΗ,"Φυλής και Κολοκοτρώνη",ΚΑΜΑΤΕΡΟ
01/07/2024,ΕΚΤΑΚΤΗ,"Σωκράτους και Ναυαρίνου",ΑΛΙΜΟΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Μαλαγαρδή και Κοραή",ΚΟΡΥΔΑΛΛΟΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Κανάρη και Ηπείρου",ΠΕΡΑΜΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Μητροπολίτου Ιακώβου (Γερμανικός δρόμος)",ΜΕΓΑΡΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Γυφτέα Αν. και Γληνού Δημ.",ΕΛΕΥΣΙΝΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Αρματολών και Κλεφτών και Κυρίλλου Λουκάρεως",ΑΘΗΝΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Αγ.Σοφίας και Κωνσταντινουπόλεως",ΚΕΡΑΤΣΙΝΙ
01/07/2024,ΕΚΤΑΚΤΗ,"Θρασυβούλου και Καπετάν Ευκλείδη",ΑΣΠΡΟΠΥΡΓΟΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Θρασύβουλου και Ανωνλυμου Οδού",ΑΣΠΡΟΠΥΡΓΟΣ
01/07/2024,ΕΚΤΑΚΤΗ,"Αγ.Θεοδώρων και Κερκύρας",ΜΕΓΑΡΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Θήρας και Νέων Σεληνίων",ΠΑΛΟΥΚΙΑ
01/07/2024,ΕΚΤΑΚΤΗ,"Λεονταρίου και Κύπρου",ΠΑΛΛΗΝΗ
01/07/2024,ΕΚΤΑΚΤΗ,"Αποστολοπούλου και Γιαννοπούλου",ΠΕΥΚΗ
01/07/2024,ΕΚΤΑΚΤΗ,"2ας ΜΕΡΑΡΧΙΑΣ και ΧΑΡΑΥΓΗΣ",ΒΑΡΗ
01/07/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αφροδίτης και Τερψιχόρης","Π. ΦΑΛΗΡΟ"
01/07/2025,ΕΚΤΑΚΤΗ,"Γορδίου και Ανωγείων",ΝΙΚΑΙΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Δελφών και Δαναης",ΑΣΠΡΟΠΥΡΓΟΣ
01/07/2025,ΕΚΤΑΚΤΗ,"Επαρχιακή οδός Μεγάρων Περαχώρα",ΜΕΓΑΡΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Επαρχιακή οδός Μεγάρων -Περαχώρα",ΜΕΓΑΡΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Ζέρβα Ναπ. και Νέστου",ΑΧΑΡΝΕΣ
01/07/2025,ΕΚΤΑΚΤΗ,"Ζήλωνος και Κυδωνίων Γρ.","Ν. ΣΜΥΡΝΗ Π"
01/07/2025,ΕΚΤΑΚΤΗ,"Ηπείρου και Αιγαίου",ΑΛΙΜΟΣ
01/07/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Θεοφιλά και Οικονομίδου Β.",ΑΘΗΝΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Μακεδονίας και Αγίου Δημητρίου",ΠΕΙΡΑΙΑΣ
01/07/2025,ΕΚΤΑΚΤΗ,"Μωραϊτίνη Τ. και Φερών",ΑΧΑΡΝΕΣ
01/07/2025,ΕΚΤΑΚΤΗ,"Νίκης και Αγίου Βασιλείου",ΑΙΓΑΛΕΩ
01/07/2025,ΕΚΤΑΚΤΗ,"Πεισάνδρου και Θαλή",ΠΕΡΙΣΤΕΡΙ
01/07/2025,ΕΚΤΑΚΤΗ,"Πλατεία Αγίου Γεωργίου Καρύτση και Παρνασσού",ΑΘΗΝΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Ποσειδώνος και Ρόδου","Ν. ΠΕΡΑΜΟΣ"
01/07/2025,ΕΚΤΑΚΤΗ,"Ρόδου και Αχαρνών",ΑΘΗΝΑ
01/07/2025,ΕΚΤΑΚΤΗ,"Σίφνου και Στρ. Μακρυγιάννη",ΚΕΡΑΤΣΙΝΙ
01/07/2025,ΕΚΤΑΚΤΗ,"Σωκράτους και Αγίας Τριάδος",ΑΧΑΡΝΕΣ
01/07/2025,ΕΚΤΑΚΤΗ,"Τραπεζούντος και Λεωφ. Νάτο",ΑΣΠΡΟΠΥΡΓΟΣ
01/08/2023,ΕΚΤΑΚΤΗ,"Xαρ.Τρικούπη και Εθν.Αντιστάσεως",ΚΗΦΙΣΙΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Αρτέμιδος και Δήμητρας",ΒΑΡΗ
01/08/2023,ΕΚΤΑΚΤΗ,"25ης Μαρτίου και Κολοκοτρώνη",ΠΕΤΡΟΥΠΟΛΗ
01/08/2023,ΕΚΤΑΚΤΗ,"Βουτζά και Μεσολογγίου",ΚΑΙΣΑΡΙΑΝΗ
01/08/2023,ΕΚΤΑΚΤΗ,"Κύπρου και Τηλέμαχου","Π. ΦΑΛΗΡΟ"
01/08/2023,ΕΚΤΑΚΤΗ,"Λεωφ. Δημοκρταίας στο τέρμα της στα πορθμεία","Ν. ΙΚΟΝΙΟ"
01/08/2023,ΕΚΤΑΚΤΗ,"Μπάκου και Φριζή",ΑΘΗΝΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Καραϊσκάκη και Αιγάλεω",ΑΣΠΡΟΠΥΡΓΟΣ
01/08/2023,ΕΚΤΑΚΤΗ,"Αγ. Σπυρίδωνος και Λασιθίου",ΑΙΓΑΛΕΩ
01/08/2023,ΕΚΤΑΚΤΗ,"Αγ. Παρασκευής και Ηγουμενίτσης","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
01/08/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Νιρβάνα και Σπυροπούλου",ΠΕΙΡΑΙΑΣ
01/08/2023,ΕΚΤΑΚΤΗ,"Ρεβυθούσας και Πελοποννήσου",ΜΕΓΑΡΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Κλαζομενών και Σελεύκου",ΑΘΗΝΑ
01/08/2023,ΕΚΤΑΚΤΗ,"'Ηρας και Ολυμπίας",ΓΑΛΑΤΣΙ
01/08/2023,ΕΚΤΑΚΤΗ,"Χατζηευαγγέλου και Στεφανάκου",ΨΥΧΙΚΟ
01/08/2023,ΕΚΤΑΚΤΗ,"Αθήνας και Δανάης",ΒΟΥΛΙΑΓΜΕΝΗ
01/08/2023,ΕΚΤΑΚΤΗ,"Ρεβυθούς και Πελοποννήσου",ΜΕΓΑΡΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Καραϊσκάκη και Υψηλάντου",ΓΑΛΑΤΣΙ
01/08/2023,ΕΚΤΑΚΤΗ,"25ης Μαρτίου και Θηβών",ΜΑΝΙΑΤΙΚΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Ζέας και Καραολή και Δημητρίου",ΚΑΣΤΕΛΛΑ
01/08/2023,ΕΚΤΑΚΤΗ,"Επτανήσου και Λευκωσίας",ΚΕΦΑΛΑΡΙ
01/08/2023,ΕΚΤΑΚΤΗ,"Κερκύρας και Αετοράχης",ΓΑΛΑΤΣΙ
01/08/2024,ΕΚΤΑΚΤΗ,"Δημοκρατίας Λεωφ. και Καλαβρύτων","Ν. ΨΥΧΙΚΟ"
01/08/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ροϊδη Εμμ. και Κρυστάλλη",ΨΥΧΙΚΟ
01/08/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Διαδόχου Παύλου και Κρυστάλλη",ΨΥΧΙΚΟ
01/08/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Βύρωνος και Μικράς Ασίας",ΚΕΡΑΤΣΙΝΙ
01/08/2024,ΕΚΤΑΚΤΗ,"Παπαφλεσσα και Ελπίδος",ΓΑΛΑΤΣΙ
01/08/2024,ΕΚΤΑΚΤΗ,"Ιωνίας και Παλαιολόγου Θ.",ΑΧΑΡΝΕΣ
01/08/2024,ΕΚΤΑΚΤΗ,"Αγίου Κωνσταντίνου και Περικλέους",ΣΑΛΑΜΙΝΑ
01/08/2024,ΕΚΤΑΚΤΗ,"25ης Μαρτίου και Αγ. Νικολάου (επηρεάζεται η ευρύτερη περιοχή,  Κάτω Βλυχάδα και Νεράκι)",ΜΕΓΑΡΑ
01/08/2024,ΕΚΤΑΚΤΗ,"Κίτσου Γ. και Σπυριδογιάννη",ΑΘΗΝΑ
01/08/2024,ΕΚΤΑΚΤΗ,"Λεωφόρος Γαλατσίου και Κολοκοτρώνη",ΓΑΛΑΤΣΙ
01/08/2024,ΕΚΤΑΚΤΗ,"Ηπείρου και Παλαιών Πατρών Γερμανού","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
01/08/2024,ΕΚΤΑΚΤΗ,"Σοφοκλέους και Δεληγιάννη",ΒΑΡΗ
01/08/2024,ΕΚΤΑΚΤΗ,"Ηχούς και Αεροπόρων","Π. ΦΑΛΗΡΟ"
01/08/2024,ΕΚΤΑΚΤΗ,"Αυτοκράτορος Ηρακλείου και Ρήγα Φεραίου",ΜΑΡΟΥΣΙ
01/08/2024,ΕΚΤΑΚΤΗ,"Θεοτόκη και Διαδόχου Παύλου",ΨΥΧΙΚΟ
01/08/2024,ΕΚΤΑΚΤΗ,"Φρύνης και Φιλικής Εταιρείας","ΚΑΤΩ ΧΑΛΑΝΔΡΙ"
01/08/2024,ΕΚΤΑΚΤΗ,"Διάκου Αλέξανδρου και Νίκης",ΗΡΑΚΛΕΙΟ
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ερυθραίας και Αδάμων ΑΔΑΜΕΣ ΠΡΟΣ ΔΗΜΟ ΚΗΦΙΣΙΑΣ",
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αριστοβούλου και Αλκμήνης",20250801-Αριστοβούλου
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Στρατηγού Καλλάρη και Ελικώνος","20250731_ΣΤΡΑΤΗΓΟΥ ΚΑΛΛΑΡΗ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Θράκης και Σολωμού",ΠΕΤΡΟΥΠΟΛΗ_3
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ακτή Σαλαμινομάχων και Θέμιδος",ΣΑΛΑΜΙΝΑ_6
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Τυρνάβου και Μπιζανίου","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ιωάννου Μεταξά και Μάρκου Μπότσαρη",ΒΟΥΛΑ
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σύρου και Αμαλιάδος",ΧΑΙΔΑΡΙ
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μεταμορφώσεως και Ταγματάρχου Πλέσσα",ΚΑΛΛΙΘΕΑ_1
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κανάρη 4",
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αρχιμήδους και Κατσώνη",20250801-Αρχιμήδους
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σουκαντζίδη και Αγίας Παρασκευής",20250801-Σουκαντζίδη
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ζηζιμοπούλου και Ανδρέα Λαζαράκη",ΓΛΥΦΑΔΑ_1
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ερυθραίας και Αδάμων",
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κρώμνης και Ελευθερίου Βενιζέλου",ΑΡΓΥΡΟΥΠΟΛΗ_1
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Παναγέλη και Λουκόπουλου",ΑΘΗΝΑ_6
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πίνδου και Δαβάκη","ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πεντέλης και Αγίου Διονυσίου Ζακύνθου","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ_3"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Γράμμου και Λάμπρου Κατσώνη","ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μαντινείας και Ναυπλίου",ΑΘΗΝΑ_7
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Δημοσθένους και Σπάρτης",ΚΑΛΛΙΘΕΑ_2
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κρέοντος και Άνδρου","ΝΕΑ ΠΕΡΑΜΟΣ_2"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κουντουριώτου και Παντειχίου",ΝΙΚΑΙΑ_4
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Χρυσοστόμου Σμύρνης και Ρούσου","20250801_ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αγ. Μελετίου και Σποράδων","20250801_ΑΓΙΟΥ ΜΕΛΕΤΙΟΥ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λεωφ. Λαμπράκη Γρηγ. και Ταξιαρχών","20250801_ΛΕΩΦ ΛΑΜΠΡΑΚΗ ΓΡΗΓΟΡΙΟΥ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λεωφ. Ποσειδώνος και Πανδώρας","20250801_ΛΕΩΦ ΠΟΣΕΙΔΩΝΟΣ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Τσακάλωφ και Οδυσσέως",20250801_ΤΣΑΚΑΛΩΦ
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κοιμήσεως Θεοτόκου και Μυκόνου, ΒΑΣΙΛΙΚΑ","20250801_ΚΟΙΜΗΣΕΩΣ ΘΕΟΤΟΚΟΥ"
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Τρικούπη Χαρ. και Θ. Δεληγιάννη",
01/08/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ακτή Αγ. Φανουρίου ΜΠΛΕ ΛΙΜΑΝΙ","20250801_ΑΚΤΗ ΑΓΙΟΥ ΦΑΝΟΥΡΙΟΥ"
01/09/2023,ΕΚΤΑΚΤΗ,"Δράμας και Κοραή","ΓΛΥΚΑ ΝΕΡΑ"
01/09/2023,ΕΚΤΑΚΤΗ,"Σουλίου και Κουκουτιανού","ΑΓ. ΔΗΜΗΤΡΙΟΣ Α"
01/09/2023,ΕΚΤΑΚΤΗ,"Περγιαλίτου και Σουλίου","Ν. ΨΥΧΙΚΟ"
01/09/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"28ης Οκτωβρίου και Αρμενίας",ΒΥΡΩΝΑΣ
01/09/2023,ΕΚΤΑΚΤΗ,"25ης Μαρτίου και Πλατεία Ελευθερωτών",ΧΑΛΑΝΔΡΙ
01/09/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Εθνάρχου Μακαρίου και Αγ. Γεωργίου","ΑΓ. ΒΑΡΒΑΡΑ"
01/09/2023,ΕΚΤΑΚΤΗ,"Χατζή και Βρούτου",ΑΘΗΝΑ
01/09/2023,ΕΚΤΑΚΤΗ,"Λεωφ. Δημοκρατίας 80 και Εθνικής Αντοιστάσεως, Στενό Φανερωμένης",ΣΑΛΑΜΙΝΑ
01/09/2023,ΕΚΤΑΚΤΗ,"Αγ. Διονυσίου Και Θεσσσαλίας",ΑΧΑΡΝΕΣ
01/09/2023,ΕΚΤΑΚΤΗ,"Αμισού και Στενημάχου","Ν. ΣΜΥΡΝΗ Π"
01/09/2023,ΕΚΤΑΚΤΗ,"Ροδόπης 11 και Δημοκρατίας",ΓΛΥΦΑΔΑ
01/09/2023,ΕΚΤΑΚΤΗ,"Πευκών και Μήλου",ΣΑΛΑΜΙΝΑ
01/09/2023,ΕΚΤΑΚΤΗ,"Κύπρου και Αρτέμιδος",ΓΛΥΦΑΔΑ
01/09/2023,ΕΚΤΑΚΤΗ,"Λεωφόρος Παύλου Φύσσα και Θράκης",ΚΕΡΑΤΣΙΝΙ
01/09/2024,ΕΚΤΑΚΤΗ,"25 Μαρτίου και Σοφοκλέους",ΜΑΓΟΥΛΑ
01/09/2024,ΕΚΤΑΚΤΗ,"Απόλλωνος και Δεκελείας",ΒΟΥΛΙΑΓΜΕΝΗ
01/09/2024,ΕΚΤΑΚΤΗ,"Ισμήνης και Αντιγόνης","ΝΕΑ ΙΩΝΙΑ"
01/09/2024,ΕΚΤΑΚΤΗ,"Λευκωσίας και Γοργοποτάμου","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
01/09/2024,ΕΚΤΑΚΤΗ,"Μανιτάκη και Σαμαρίνας",ΑΘΗΝΑ
01/09/2024,ΕΚΤΑΚΤΗ,"Μοναστηρίου και Γλυκερίας",ΠΕΙΡΑΙΑΣ
01/09/2024,ΕΚΤΑΚΤΗ,"Παύλου Μελά και Αμύντα",ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ
01/09/2024,ΕΚΤΑΚΤΗ,"Πεντέλης και Ελληνίδων","Π. ΦΑΛΗΡΟ"
01/09/2024,ΕΚΤΑΚΤΗ,"Πραξιτέλους και Ευριπίδου",ΚΑΛΛΙΘΕΑ
01/09/2024,ΕΚΤΑΚΤΗ,"Ρόδου και Τελέστου",ΑΘΗΝΑ
01/09/2024,ΕΚΤΑΚΤΗ,"Σουρλαντζή και Διαγόρα",ΑΧΑΡΝΕΣ
01/09/2024,ΕΚΤΑΚΤΗ,"Φωτίου Κορυτσάς και Θήρας",ΚΕΡΑΤΣΙΝΙ
01/09/2024,ΕΚΤΑΚΤΗ,"Χαλεπά και Τσακασιάνου",ΑΘΗΝΑ
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ," Αφροδίτης και Φρυνίχου",vari
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Καρτερίας και Νομιμότητας",20250831_ΚΑΡΤΕΡΙΑΣ
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αθαν. Διάκου και Λέσβου","20250901_ΔΙΑΚΟΥ ΑΘΑΝΑΣΙΟΥ"
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λεωφ. Αθηνών και 28ης Οκτωβρίου",
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σκουζέ και Μυρτιάς",20250901_ΣΚΟΥΖΕ
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Γορτυνίας και Καρύστου",ΧΑΙΔΑΡΙ_2
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πελοπίδα και Μιχαλακοπούλου",ΠΕΡΙΣΤΕΡΙ_1
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Βενιζέλου Ελ. και Αλεξάνδρας Λεωφ.",ΑΣΠΡΟΠΥΡΓΟΣ_1
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Βασιλέως Παύλου Λεωφ. και Καραμανλή Κων. Λεωφ.",ΒΟΥΛΑ_3
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κουντουριώτου και Βασιλέως Γεωργίου Α΄ Λεωφ.",ΠΕΙΡΑΙΑΣ_2
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μπότσαρη Μ. και Λάρνακος",ΑΙΓΑΛΕΩ_2
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ολύμπου και Αγχιάλου",ΒΑΡΗ_1
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Τομπάζη και Μπενάκη Εμ.",ΚΕΡΑΤΣΙΝΙ_4
01/09/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πλατεία Φιλικής Εταιρίας και Ίφιτου","ΠΑΛΑΙΟ ΦΑΛΗΡΟ"
